Calne Chilvester & Abberd	WD21CD/E05013412
Becton	WD21CD/E05004583
Bedale	WD21CD/E05009674
Beddau	WD21CD/W05001018
Beddington North	WD21CD/E05000555
Beddington South	WD21CD/E05000556
Bede	WD21CD/E05001136
Bede	WD21CD/E05007478
Bedfont	WD21CD/E05000346
Bedford	LAD23CD/E06000055
Bedford	PCON17CD/E14000552
Bedford	WD21CD/E05000611
Bedhampton	WD21CD/E05004568
Bedingfeld	WD21CD/E05010239
Bedlington Central	WD21CD/E05009098
Bedlington East	WD21CD/E05009099
Bedlington West	WD21CD/E05009100
Bedlinog	WD21CD/W05000707
Bedminster	WD21CD/E05010887
Abbots Langley & Bedmond	WD21CD/E05009425
Bedwardine	WD21CD/E05007882
Bedwas, Trethomas and Machen	WD21CD/W05000723
Bedwell	WD21CD/E05004806
Beechill	WD21CD/N08000706
Beechmount	WD21CD/N08000307
Longlands & Beechwood	WD21CD/E05009863
Beechwood & Heath	WD21CD/E05013171
Beechwood	WD21CD/W05000835
Beer & Branscombe	WD21CD/E05011783
Beersbridge	WD21CD/N08000308
Beeston & Holbeck	WD21CD/E05012647
Beeston Central	WD21CD/E05010516
Beeston North	WD21CD/E05010517
Beeston Regis & The Runtons	WD21CD/E05011835
Beeston Rylands	WD21CD/E05010518
Beeston West	WD21CD/E05010519
Hatch Warren & Beggarwood	WD21CD/E05013085
Beguildy	WD21CD/W05000286
Beighton	WD21CD/E05010858
Beinn na Foghla agus Uibhist a Tuath	WD21CD/S13002601
Belah & Kingmoor	WD21CD/E05012940
Belbroughton & Romsley	WD21CD/E05009828
Belcoo and Garrison	WD21CD/N08000602
Belfairs	WD21CD/E05002212
Belfast	LAD23CD/N09000003
Belfast East	PCON17CD/N06000001
Belfast North	PCON17CD/N06000002
Belfast South	PCON17CD/N06000003
Belfast West	PCON17CD/N06000004
Belgrave	WD21CD/E05007067
Belgrave	WD21CD/E05010461
Belhus	WD21CD/E05002230
Bellaghy	WD21CD/N08000907
Belle Vale	WD21CD/E05000888
Belle Vale	WD21CD/E05001237
Belle Vue	WD21CD/E05008142
Belleek and Boa	WD21CD/N08000603
Bellevue	WD21CD/N08000309
Bellinger	WD21CD/E05012933
Bellingham	WD21CD/E05000437
Bellingham	WD21CD/E05009101
Bellshill	WD21CD/S13003056
Belmont	WD21CD/E05000285
Belmont	WD21CD/E05000557
Belmont	WD21CD/E05009036
Belmont	WD21CD/E05010149
Belmont	WD21CD/E05012437
Belmont	WD21CD/E05012495
Belmont	WD21CD/N08000310
Belmont Rural	WD21CD/E05009441
Belper Central	WD21CD/E05003282
Belper East	WD21CD/E05003283
Belper North	WD21CD/E05003284
Belper South	WD21CD/E05008520
Belsize	WD21CD/E05000128
Beltinge	WD21CD/E05010392
Belvedere	WD21CD/E05011218
Belvoir	WD21CD/E05010150
Belvoir	WD21CD/N08000311
Bembridge	WD21CD/E05013359
Salisbury Fisherton & Bemerton Village	WD21CD/E05013463
Benenden and Cranbrook	WD21CD/E05005130
Benfieldside	WD21CD/E05009037
Bengeworth	WD21CD/E05007896
Benhall and The Reddings	WD21CD/E05004290
Benn	WD21CD/E05008974
Bennetts End	WD21CD/E05004696
Bensham Manor	WD21CD/E05011464
Benson & Crowmarsh	WD21CD/E05009733
Bentham	WD21CD/E05006191
Bentilee and Ubberley	WD21CD/E05008716
Bentley	WD21CD/E05010731
Binsted, Bentley & Selborne	WD21CD/E05012298
Bentley and Darlaston North	WD21CD/E05001303
Bentley Heath & The Royds	WD21CD/E05012179
Benton	WD21CD/E05001116
Bentworth & Froyle	WD21CD/E05012297
Benwell & Scotswood	WD21CD/E05011437
Benwick, Coates & Eastrea	WD21CD/E05009492
Beragh	WD21CD/N08000604
Bere Ferrers	WD21CD/E05010550
Berechurch	WD21CD/E05010827
Berinsfield	WD21CD/E05009734
Berkeley Vale	WD21CD/E05010969
Berkhamsted Castle	WD21CD/E05004697
Berkhamsted East	WD21CD/E05004698
Berkhamsted West	WD21CD/E05004699
Bermondsey and Old Southwark	PCON17CD/E14000553
Bernwood	WD21CD/E05013130
Berridge	WD21CD/E05012272
Berriew	WD21CD/W05000287
Berrow	WD21CD/E05008894
Berry Hill	WD21CD/E05008858
Berry Hill	WD21CD/E05012156
Berrylands	WD21CD/E05000401
Bersted	WD21CD/E05009806
Berwick East	WD21CD/E05009102
Berwick Hills & Pallister	WD21CD/E05009855
Berwick North	WD21CD/E05009103
Berwick West with Ord	WD21CD/E05009104
Berwick-upon-Tweed	PCON17CD/E14000554
Berwickshire, Roxburgh and Selkirk	PCON17CD/S14000008
Bessacarr	WD21CD/E05010732
Bessbrook	WD21CD/N08001007
Besses	WD21CD/E05000670
Attleborough Queens & Besthorpe	WD21CD/E05010241
Bestwood	WD21CD/E05012273
Bestwood St Albans	WD21CD/E05009689
Ancoats & Beswick	WD21CD/E05011350
Brockham, Betchworth and Buckland	WD21CD/E05007315
Bethel	WD21CD/W05000048
Bethnal Green	WD21CD/E05009317
Bethnal Green and Bow	PCON17CD/E14000555
Madeley & Betley	WD21CD/E05011425
Bettws	WD21CD/W05000594
Bettws	WD21CD/W05000836
Betws	WD21CD/W05000459
Betws yn Rhos	WD21CD/W05000114
Betws-y-Coed	WD21CD/W05000113
Beulah	WD21CD/W05000367
Beverley	WD21CD/E05000402
Beverley & Newland	WD21CD/E05011526
Beverley and Holderness	PCON17CD/E14000556
Beverley Rural	WD21CD/E05001687
Bevois	WD21CD/E05002457
Bewbush & North Broadfield	WD21CD/E05012914
Bewdley & Rock	WD21CD/E05010504
Bewsey and Whitecross	WD21CD/E05011025
Bexhill and Battle	PCON17CD/E14000557
Bexhill Central	WD21CD/E05011604
Bexhill Collington	WD21CD/E05011605
Bexhill Kewhurst	WD21CD/E05011606
Bexhill Old Town & Worsham	WD21CD/E05011607
Bexhill Pebsham & St Michaels	WD21CD/E05011608
Bexhill Sackville	WD21CD/E05011609
Bexhill Sidley	WD21CD/E05011610
Bexhill St Marks	WD21CD/E05011611
Bexhill St Stephens	WD21CD/E05011612
Bexley	LAD23CD/E09000004
Bexleyheath	WD21CD/E05011219
Bexleyheath and Crayford	PCON17CD/E14000558
Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas	WD21CD/S13002600
Bicester East	WD21CD/E05010925
Bicester North and Caversfield	WD21CD/E05010926
Bicester South and Ambrosden	WD21CD/E05012968
Bicester West	WD21CD/E05010928
Bickenhill	WD21CD/E05001284
Bickerstaffe	WD21CD/E05005380
Bickington	WD21CD/E05012415
Bickleigh & Cornwood	WD21CD/E05010129
Bickley	WD21CD/E05000106
Bicknacre and East and West Hanningfield	WD21CD/E05004096
Biddenden	WD21CD/E05011745
Biddick and All Saints	WD21CD/E05001137
Biddulph East	WD21CD/E05007041
Biddulph Moor	WD21CD/E05007042
Biddulph North	WD21CD/E05007043
Biddulph South	WD21CD/E05007044
Biddulph West	WD21CD/E05007045
Bideford East	WD21CD/E05011917
Bideford North	WD21CD/E05011918
Bideford South	WD21CD/E05011919
Bideford West	WD21CD/E05011920
Bidford East	WD21CD/E05010181
Bidford West & Salford	WD21CD/E05010182
Bidston and St James	WD21CD/E05000955
Biggin Hill	WD21CD/E05000107
Biggleswade North	WD21CD/E05008782
Biggleswade South	WD21CD/E05008783
Moor Row & Bigrigg	WD21CD/E05012559
Bigyn	WD21CD/W05000460
Bilborough	WD21CD/E05012274
Bilbrook	WD21CD/E05006988
Billericay East	WD21CD/E05004021
Billericay West	WD21CD/E05004022
Billesdon & Tilton	WD21CD/E05011964
Billesley	WD21CD/E05011124
Billing and Rectory Farm	WD21CD/E05013240
Billinge & Beardwood	WD21CD/E05011510
Billinge and Seneley Green	WD21CD/E05000916
Billingham Central	WD21CD/E05001527
Billingham East	WD21CD/E05001528
Billingham North	WD21CD/E05001529
Billingham South	WD21CD/E05001530
Billingham West	WD21CD/E05001531
Billinghay, Martin and North Kyme	WD21CD/E05005620
Billingsgate	WD21CD/E05009291
Billingshurst	WD21CD/E05011812
Billington & Langho	WD21CD/E05012001
Bilsthorpe	WD21CD/E05010066
Bilston East	WD21CD/E05001321
Bilston North	WD21CD/E05001322
Bilton	WD21CD/E05008975
Longhill & Bilton Grange	WD21CD/E05011535
Binbrook	WD21CD/E05009874
Binfield with Warfield	WD21CD/E05002272
Bingham East	WD21CD/E05009709
Bingham West	WD21CD/E05009710
Bingley	WD21CD/E05001342
Bingley Rural	WD21CD/E05001343
Binley and Willenhall	WD21CD/E05001219
Binnian	WD21CD/N08001008
Binstead & Fishbourne	WD21CD/E05013360
Binsted, Bentley & Selborne	WD21CD/E05012298
Birch	WD21CD/E05009442
Birch	WD21CD/E05009493
Birch Green	WD21CD/E05005360
Bircham with Rudhams	WD21CD/E05012322
Stansted South & Birchanger	WD21CD/E05009927
Bircher	WD21CD/E05009443
Birches Head and Central Forest Park	WD21CD/E05008717
Birchfield	WD21CD/E05011125
Birchfield	WD21CD/E05013172
Birchills Leamore	WD21CD/E05001304
Birchington North	WD21CD/E05005082
Birchington South	WD21CD/E05005083
Bircholt	WD21CD/E05011746
Birchwood	WD21CD/E05010785
Birchwood	WD21CD/E05011026
Birkdale	WD21CD/E05000933
Birkenhead	PCON17CD/E14000559
Birkenhead and Tranmere	WD21CD/E05000956
Birley	WD21CD/E05010859
Birmingham	LAD23CD/E08000025
Birmingham, Edgbaston	PCON17CD/E14000560
Birmingham, Erdington	PCON17CD/E14000561
Birmingham, Hall Green	PCON17CD/E14000562
Birmingham, Hodge Hill	PCON17CD/E14000563
Birmingham, Ladywood	PCON17CD/E14000564
Birmingham, Northfield	PCON17CD/E14000565
Birmingham, Perry Barr	PCON17CD/E14000566
Birmingham, Selly Oak	PCON17CD/E14000567
Birmingham, Yardley	PCON17CD/E14000568
Birstall and Birkenshaw	WD21CD/E05001392
Birstall Wanlip	WD21CD/E05005428
Birstall Watermead	WD21CD/E05005429
Birtley	WD21CD/E05001067
Biscot	WD21CD/E05002194
Bisham & Cookham	WD21CD/E05012496
Bishop Auckland	PCON17CD/E14000569
Bishop Auckland Town	WD21CD/E05009038
Bishop Middleham and Cornforth	WD21CD/E05009039
Bishop Monkton & Newby	WD21CD/E05011308
Bishop's	WD21CD/E05000416
Bishop's Castle	WD21CD/E05008143
Comeytrowe & Bishop's Hull	WD21CD/E05012808
Bishop's Itchington	WD21CD/E05010183
Bishop's Nympton	WD21CD/E05012416
Bishop's Stortford All Saints	WD21CD/E05012981
Bishop's Stortford Central	WD21CD/E05012982
Bishop's Stortford Meads	WD21CD/E05012983
Bishop's Stortford Silverleys	WD21CD/E05012984
Bishop's Stortford South	WD21CD/E05012985
Bishop's Tachbrook	WD21CD/E05012615
Bishop's Waltham	WD21CD/E05010997
Bishopbriggs North and Campsie	WD21CD/S13002904
Bishopbriggs South	WD21CD/S13002905
Urchfont & Bishops Cannings	WD21CD/E05013484
Bishops Frome & Cradley	WD21CD/E05009444
Bishopsgarth and Elm Tree	WD21CD/E05001532
Bishopsgate	WD21CD/E05009292
Bishopsteignton	WD21CD/E05011894
Bishopstoke	WD21CD/E05011187
Bishopston	WD21CD/W05000959
Bishopston and Ashley Down	WD21CD/E05010888
Wheaton Aston, Bishopswood and Lapley	WD21CD/E05007009
Bishopsworth	WD21CD/E05010889
Bishopthorpe	WD21CD/E05010312
Bishopton	WD21CD/E05010184
Bishopton, Bridge of Weir and Langbank	WD21CD/S13003085
Bisley & West End	WD21CD/E05012027
Bisley	WD21CD/E05013188
Bispham	WD21CD/E05001644
Bitterne	WD21CD/E05002458
Bitterne Park	WD21CD/E05002459
Bitton & Oldland Common	WD21CD/E05012104
Bixley	WD21CD/E05007118
Blaby	LAD23CD/E07000129
Blaby South	WD21CD/E05005408
Black Combe & Scafell	WD21CD/E05012550
Black Isle	WD21CD/S13002998
Great Notley & Black Notley	WD21CD/E05010374
Blackawton & Stoke Fleming	WD21CD/E05010130
Blackbird Leys	WD21CD/E05013097
Blackbrook	WD21CD/E05000917
Blackbrook	WD21CD/E05010624
Blackbrook & Holway	WD21CD/E05012807
Blackburn	PCON17CD/E14000570
Blackburn Central	WD21CD/E05011511
Blackburn South & Lower Darwen	WD21CD/E05011512
Blackburn South East	WD21CD/E05011513
Blackburn with Darwen	LAD23CD/E06000008
Blackdown & Tatworth	WD21CD/E05012513
Hatch & Blackdown	WD21CD/E05012814
Blackfen & Lamorbey	WD21CD/E05011220
Fawley, Blackfield and Langley	WD21CD/E05004592
Blackfordby	WD21CD/E05010098
Blackfriars & Trinity	WD21CD/E05013019
Blackhalls	WD21CD/E05009040
Blackheath	WD21CD/E05000438
Blackheath	WD21CD/E05001261
Blackheath and Wonersh	WD21CD/E05007412
Blackheath Westcombe	WD21CD/E05000215
Blackley and Broughton	PCON17CD/E14000571
Blackmill	WD21CD/W05000595
Blackmoor Vale	WD21CD/E05012514
Blackmore Vale	WD21CD/E05012684
Blackpool	LAD23CD/E06000009
Blackpool North and Cleveleys	PCON17CD/E14000572
Blackpool South	PCON17CD/E14000573
Blackstaff	WD21CD/N08000312
Blackwall & Cubitt Town	WD21CD/E05009318
Blackwater	WD21CD/E05012093
Blackwater and Hawley	WD21CD/E05009352
Blackwatertown	WD21CD/N08000207
Blackwell	WD21CD/E05011985
Blackwood	WD21CD/W05000724
Blacon	WD21CD/E05012209
Blaen Hafren	WD21CD/W05000288
Blaenau Gwent	LAD23CD/W06000019
Blaenau Gwent	PCON17CD/W07000072
Blaenavon	WD21CD/W05000768
Blaengarw	WD21CD/W05000596
Blaengwrach	WD21CD/W05000555
Blagdon & Churchill	WD21CD/E05010278
Blagreaves	WD21CD/E05001771
Blaina	WD21CD/W05000938
Blairgowrie and Glens	WD21CD/S13003065
Blakebrook & Habberley South	WD21CD/E05010505
Blakelaw	WD21CD/E05011438
Blakenall	WD21CD/E05001305
Blakenhall	WD21CD/E05001323
Blakenham	WD21CD/E05012591
Blandford	WD21CD/E05012685
Blantyre	WD21CD/S13003109
Blaris	WD21CD/N08000707
Blaydon	PCON17CD/E14000574
Blaydon	WD21CD/E05001068
Blean Forest	WD21CD/E05010393
Bleary	WD21CD/N08000208
Blendon & Penhill	WD21CD/E05011221
Horndean Kings & Blendworth	WD21CD/E05012308
Blenheim Park	WD21CD/E05002213
Bletchingley and Nutfield	WD21CD/E05007409
Bletchley East	WD21CD/E05009406
Bletchley Park	WD21CD/E05009407
Bletchley West	WD21CD/E05009408
Blewbury & Harwell	WD21CD/E05011713
Rainworth South & Blidworth	WD21CD/E05010080
Lanivet, Blisland & Bodmin St Lawrence	WD21CD/E05013298
Blockley	WD21CD/E05010697
Blofield with South Walsham	WD21CD/E05005759
Bloomfield	WD21CD/E05001645
Bloomfield	WD21CD/N08000313
Bloomfield	WD21CD/N08001107
Bloomsbury	WD21CD/E05000129
Adderbury, Bloxham and Bodicote	WD21CD/E05011348
Bloxwich East	WD21CD/E05001306
Bloxwich West	WD21CD/E05001307
Bluehouse	WD21CD/E05011934
Blundellsands	WD21CD/E05000934
Blunsdon and Highworth	WD21CD/E05010755
Blurton East	WD21CD/E05008718
Blurton West and Newstead	WD21CD/E05008719
Blyth	WD21CD/E05006378
Blyth Valley	PCON17CD/E14000575
Blythe	WD21CD/E05001285
Halesworth & Blything	WD21CD/E05012744
Bo'ness and Blackness	WD21CD/S13002936
Bobbing, Iwade and Lower Halstow	WD21CD/E05009545
Bobblestock	WD21CD/E05009445
Bockhanger	WD21CD/E05011747
Bocking Blackwater	WD21CD/E05010365
Bocking North	WD21CD/E05010366
Bocking South	WD21CD/E05010367
Bodelwyddan	WD21CD/W05000150
Lanivet, Blisland & Bodmin St Lawrence	WD21CD/E05013298
Bodmin St Mary's & St Leonard	WD21CD/E05013273
Bodmin St Petroc's	WD21CD/E05013274
Bognor Regis and Littlehampton	PCON17CD/E14000576
Boho, Cleenish and Letterbreen	WD21CD/N08000605
Bold	WD21CD/E05000918
Boldon Colliery	WD21CD/E05001138
Boldre and Sway	WD21CD/E05004584
Bolehall	WD21CD/E05007068
Boley Park	WD21CD/E05010653
Boleyn	WD21CD/E05000476
Bollington	WD21CD/E05008613
Bolney	WD21CD/E05007670
Bolsover	LAD23CD/E07000033
Bolsover	PCON17CD/E14000577
Bolsover East	WD21CD/E05011986
Bolsover North & Shuttlewood	WD21CD/E05011987
Bolsover South	WD21CD/E05011988
Bolton	LAD23CD/E08000001
Bolton & Slyne	WD21CD/E05009593
Bolton and Undercliffe	WD21CD/E05001344
Bolton North East	PCON17CD/E14000578
Bolton South East	PCON17CD/E14000579
Bolton West	PCON17CD/E14000580
Boltons	WD21CD/E05011723
Wroxall, Lowtherville & Bonchurch	WD21CD/E05013397
Bondfields	WD21CD/E05004569
Boney Hay & Central	WD21CD/E05010654
Boneybefore	WD21CD/N08000807
Boniface	WD21CD/E05008546
Bonnybridge and Larbert	WD21CD/S13002940
Bonnyrigg	WD21CD/S13003019
Bontnewydd	WD21CD/W05000049
Bonymaen	WD21CD/W05000960
Booker, Cressex and Castlefield	WD21CD/E05013131
Bookham North	WD21CD/E05007312
Bookham South	WD21CD/E05007313
Boothen and Oak Hill	WD21CD/E05008720
Boothferry	WD21CD/E05011527
Boothstown & Ellenbrook	WD21CD/E05013020
Boothville and Parklands	WD21CD/E05013241
Bootle	PCON17CD/E14000581
Borden and Grove Park	WD21CD/E05009546
Bordesley & Highgate	WD21CD/E05011126
Bordesley Green	WD21CD/E05011127
Boreham and The Leighs	WD21CD/E05004097
Borehamwood Brookmeadow	WD21CD/E05012180
Borehamwood Cowley Hill	WD21CD/E05012181
Borehamwood Hillside	WD21CD/E05012182
Borehamwood Kenilworth	WD21CD/E05012183
Borough & Bankside	WD21CD/E05011095
Borough Green and Long Mill	WD21CD/E05009570
Boroughbridge	WD21CD/E05011309
Borras Park	WD21CD/W05000238
Ockbrook & Borrowash	WD21CD/E05010617
Borth	WD21CD/W05000368
Camelford & Boscastle	WD21CD/E05013281
Boscombe East & Pokesdown	WD21CD/E05012651
Boscombe West	WD21CD/E05012652
Penwithick & Boscoppa	WD21CD/E05013319
Boston	LAD23CD/E07000136
Boston and Skegness	PCON17CD/E14000582
Boston Castle	WD21CD/E05012996
Bosworth	PCON17CD/E14000583
Bosworth	WD21CD/E05011965
Botcherby & Harraby North	WD21CD/E05012941
Bothal	WD21CD/E05013862
Bothwell and Uddingston	WD21CD/S13003110
Botley	WD21CD/E05011188
Botley & Sunningwell	WD21CD/E05012972
Bottesford	WD21CD/E05001733
Bottesford	WD21CD/E05005496
Bottisham	WD21CD/E05011560
Botwell	WD21CD/E05000325
Botwnnog	WD21CD/W05000050
Boughton	WD21CD/E05010067
Boughton and Courtenay	WD21CD/E05009547
Boughton Monchelsea and Chart Sutton	WD21CD/E05004985
Boulsworth & Foulridge	WD21CD/E05013202
Boultham	WD21CD/E05010786
Boulton	WD21CD/E05001772
Bounds Green	WD21CD/E05000267
Bournbrook & Selly Park	WD21CD/E05011128
Bourne	WD21CD/E05009932
Bourne Austerby	WD21CD/E05010151
Bourne East	WD21CD/E05010152
The Wooburns, Bourne End and Hedsor	WD21CD/E05013162
Bourne Vale	WD21CD/E05010655
Alderney & Bourne Valley	WD21CD/E05012649
Bourne Valley	WD21CD/E05012934
Bourne West	WD21CD/E05010153
Bournemouth, Christchurch and Poole	LAD23CD/E06000058
Bournemouth Central	WD21CD/E05012653
Bournemouth East	PCON17CD/E14000584
Bournemouth West	PCON17CD/E14000585
Bournville & Cotteridge	WD21CD/E05011129
Bourton Vale	WD21CD/E05010698
Bourton Village	WD21CD/E05010699
Bovey	WD21CD/E05011895
Bovingdon, Flaunden and Chipperfield	WD21CD/E05004700
Bow East	WD21CD/E05009319
Bow West	WD21CD/E05009320
Bowbrook	WD21CD/E05007897
Bowbrook	WD21CD/E05008144
Bowdon	WD21CD/E05000821
Bowerhill	WD21CD/E05013832
Bowes	WD21CD/E05000193
Bowland	WD21CD/E05012002
Bowling and Barkerend	WD21CD/E05001345
Bowness & Levens	WD21CD/E05011492
Bowthorpe	WD21CD/E05012901
Bowydd and Rhiw	WD21CD/W05000051
Box & Colerne	WD21CD/E05013405
Box Hill and Headley	WD21CD/E05007314
Box Vale	WD21CD/E05012566
Boxley	WD21CD/E05004986
Boxmoor	WD21CD/E05004701
Boyce	WD21CD/E05004083
Boyd Valley	WD21CD/E05012105
Boyn Hill	WD21CD/E05012497
Bracebridge Heath and Waddington East	WD21CD/E05005621
Brackla	WD21CD/W05000896
Brackley	WD21CD/E05013242
Bracknell	PCON17CD/E14000586
Bracknell Forest	LAD23CD/E06000036
Bradeley and Chell Heath	WD21CD/E05008721
Bradfield	WD21CD/E05012134
Bradford	LAD23CD/E08000032
Bradford East	PCON17CD/E14000587
Bradford Moor	WD21CD/E05001346
Bradford South	PCON17CD/E14000588
Bradford West	PCON17CD/E14000589
Bradford-on-Avon North	WD21CD/E05013406
Bradford-on-Avon South	WD21CD/E05013407
Brading & St Helens	WD21CD/E05013361
Bradley	WD21CD/E05011896
Bradley	WD21CD/E05013203
Bradley Stoke North	WD21CD/E05012106
Bradley Stoke South	WD21CD/E05012107
Bradninch	WD21CD/E05003510
Bradshaw	WD21CD/E05000651
Bradstowe	WD21CD/E05005084
Bradwell	WD21CD/E05003345
Bradwell	WD21CD/E05009409
Bradwell	WD21CD/E05011416
Bradwell North	WD21CD/E05005784
Bradwell South and Hopton	WD21CD/E05005785
Braidwater	WD21CD/N08000808
Brailes & Compton	WD21CD/E05010185
Brailsford	WD21CD/E05003346
Braintree	LAD23CD/E07000067
Braintree	PCON17CD/E14000590
Braintree Central & Beckers Green	WD21CD/E05010368
Braintree South	WD21CD/E05010369
Braintree West	WD21CD/E05010370
Ampfield & Braishfield	WD21CD/E05012927
Bramber, Upper Beeding & Woodmancote	WD21CD/E05011813
Brambles & Thorntree	WD21CD/E05009856
Bramcote	WD21CD/E05010520
Bramford	WD21CD/E05012592
Bramhall North	WD21CD/E05000779
Bramhall South and Woodford	WD21CD/E05000780
Bramingham	WD21CD/E05002195
Bramley, Busbridge and Hascombe	WD21CD/E05007413
Bramley & Stanningley	WD21CD/E05011387
Bramley & Ravenfield	WD21CD/E05012997
Bramley	WD21CD/E05013079
Brampton	WD21CD/E05011257
Brampton & Walton	WD21CD/E05012042
Brampton & Fellside	WD21CD/E05012942
Bramshaw, Copythorne North and Minstead	WD21CD/E05004585
Bramshott & Liphook	WD21CD/E05012299
Brancaster	WD21CD/E05012323
Brandon	WD21CD/E05009041
Brandon Central	WD21CD/E05012767
Brandon East	WD21CD/E05012768
Brandon West	WD21CD/E05012769
Brandwood & King's Heath	WD21CD/E05011130
Brandywell	WD21CD/N08000504
Talbot & Branksome Woods	WD21CD/E05012677
Beer & Branscombe	WD21CD/E05011783
Bransgore and Burley	WD21CD/E05004586
Branston	WD21CD/E05005622
Branston	WD21CD/E05006920
Brantham	WD21CD/E05012567
Brasted, Chevening and Sundridge	WD21CD/E05011558
Admaston & Bratton	WD21CD/E05009966
Bratton Fleming	WD21CD/E05012417
Braughing	WD21CD/E05004721
Braunston & Martinsthorpe	WD21CD/E05012633
Braunston and Crick	WD21CD/E05013243
Braunstone Park & Rowley Fields	WD21CD/E05010462
Braunton East	WD21CD/E05012418
Braunton West & Georgeham	WD21CD/E05012419
Bray	WD21CD/E05012498
Braybrooke	WD21CD/E05011203
Brayton	WD21CD/E05010046
Bread Street	WD21CD/E05009293
Porthleven, Breage & Germoe	WD21CD/E05013324
Bream	WD21CD/E05012157
Breaston	WD21CD/E05010605
Brechin and Edzell	WD21CD/S13002868
Breck	WD21CD/E05009933
Breckland	LAD23CD/E07000143
Brecon and Radnorshire	PCON17CD/W07000068
Bredbury and Woodley	WD21CD/E05000781
Bredbury Green and Romiley	WD21CD/E05000782
Brede & Udimore	WD21CD/E05011613
Bredon	WD21CD/E05007898
Worthington & Breedon	WD21CD/E05010127
Breightmet	WD21CD/E05000652
Brenchley and Horsmonden	WD21CD/E05005131
Brent	LAD23CD/E09000005
Brent	WD21CD/E05012393
Brent Central	PCON17CD/E14000591
Brent North	PCON17CD/E14000592
Brentford	WD21CD/E05000347
Brentford and Isleworth	PCON17CD/E14000593
Brentwood	LAD23CD/E07000068
Brentwood and Ongar	PCON17CD/E14000594
Brentwood North	WD21CD/E05004067
Brentwood South	WD21CD/E05004068
Brentwood West	WD21CD/E05004069
Brereton and Ravenhill	WD21CD/E05006902
Brereton Rural	WD21CD/E05008614
Bressingham & Burston	WD21CD/E05011867
Bretforton and Offenham	WD21CD/E05007899
Brett Vale	WD21CD/E05012568
Bretton	WD21CD/E05010806
Brewood and Coven	WD21CD/E05006989
Brick Kiln	WD21CD/E05008859
Brickhill	WD21CD/E05008751
Brickhill and Queensway	WD21CD/E05013213
Bricknell	WD21CD/E05011528
Bridestowe	WD21CD/E05010551
Bridge	WD21CD/E05004987
Bridge	WD21CD/E05007119
Bridge	WD21CD/E05009294
Bridge	WD21CD/E05010068
Bridge	WD21CD/E05011236
Bridge	WD21CD/E05012394
Bridge of Don	WD21CD/S13002836
Bishopton, Bridge of Weir and Langbank	WD21CD/S13003085
Kingsnorth Village & Bridgefield	WD21CD/E05011759
Bridgemary North	WD21CD/E05004533
Bridgemary South	WD21CD/E05004534
Bridgend	LAD23CD/W06000013
Bridgend	PCON17CD/W07000073
Bridges	WD21CD/E05001069
Bridgetown	WD21CD/E05010186
Bridgewater	WD21CD/E05013173
Bridgnorth East and Astley Abbotts	WD21CD/E05008145
Bridgnorth West and Tasley	WD21CD/E05008146
Bridgwater and West Somerset	PCON17CD/E14000595
Bridgwater Dunwear	WD21CD/E05008895
Bridgwater Eastover	WD21CD/E05008896
Bridgwater Fairfax	WD21CD/E05008897
Bridgwater Hamp	WD21CD/E05008898
Bridgwater Victoria	WD21CD/E05008899
Bridgwater Westover	WD21CD/E05008900
Bridgwater Wyndham	WD21CD/E05008901
Bridlington Central and Old Town	WD21CD/E05001688
Bridlington North	WD21CD/E05001689
